artist,track,msPlayed,track_id,flag
Anouar Brahem,Halfaouine,354200,43jrtH0kqBGomV3bW5xbO7,a
Anouar Brahem,Le pas du chat noir,481506,06KoWveyWUuK1BGVU4a0Es,a
Anouar Brahem,Leila au pays du carrousel,397000,1O1zGMOJqEzfgTUdNtBhhh,a
Anouar Brahem,Nihawend lunga,209693,1WpyEBeN9XzW1HqUUIRYPX,a
Anouar Brahem,Opening Day,23253,7FI4GNCpplLLHihNZPOwKW,a
Anouar Brahem,Parfum de gitane,256866,5Yeu4tKnJYydJOhNVec80l,a
Anouar Brahem,Raf Raf,213000,32hMOkD3EoaJUMuKrBtX95,a
Anouar Brahem,The Astounding Eyes Of Rita,521880,6NAXW6IwUyswJk9bHe4y9S,a
Anouar Brahem,The Lover Of Beirut,464453,671PNRt6dkGibaoWCSRySg,a
Anthony Phillips,Chinese Mushroom Cloud,46053,1EOeRWpdoCQ6SvzFtmboxq,a
Anthony Phillips,Collections,988,2qbFPH5Ik5TVQoJPzFDfpP,a
Anthony Phillips,Scottish Suite: I. Salmon Leap,166893,39AZ7aN5xKQlSlEIzWFMKk,a
Anthony Phillips,Which Way the Wind Blows,1519,49OFeEXDprG2QvoTcrneZR,a
Antonín Dvořák,"Serenade for Strings in E Major, Op. 22, B. 52: II. Tempo di valse",5082,6X8BsTGA54g7kYasKT6kWI,a
Antônio Carlos Jobim,Jobim: Road to the Sun,6558,6LhNIBQ3c711HIIhwWoFpx,a
Apache 207,Breaking your heart,22228,6fsbuVwtZHq8bCfUOfmkNL,a
Aphex Twin,Alberto Balsalm,279521,6gbmylJ7sB7NFfMfTQHosf,a
Aphex Twin,Avril 14th,125520,1uaGSDFsLdReQgg8p7Obwh,a
Aphex Twin,Fingerbib,1866,2hcywxHZcxmX27lX5qm8MT,a
Aphex Twin,Icct Hedral - Phillip Glass Orchestration,485733,4TQ0x3FHz9gbh3hkzMyON0,a
Aphex Twin,Jynweythek,143880,3I0rWmF86CwQpajoZjkXtG,a
Aphex Twin,Tha,55542,4Sxv0whUHWzHK5T8uuP66S,a
Aphrodite's Child,Aegian Sea,322666,2FqJYBr4L4boPdzawhXpLb,a
Aphrodite's Child,Altamont,270689,5JiocAkgAFBm1DePLAQ8NK,a
Aphrodite's Child,Break,45010,3MVRomkBhBPFS0A1dNfom3,a
Aphrodite's Child,The Battle Of The Locusts,56000,7xTj9dkCaNL7gIIHVTi8i3,a
Aphrodite's Child,The Four Horsemen,353426,5FgQkEcqMXCqFdcsEx143b,a
Aphrodite's Child,The Grass Is No Green,3176,732hGiqUMDNZ6GPV5pgwnL,a
April Wine,You Could Have Been a Lady,204080,00HHXyQsZ21t3E3VBGTAUF,a
Aram Khachaturian,Gayane Suite No. 3: IV. Gayane's Adagio,296373,74JmOn8oxrDI6msHDudTlm,a
Arc De Soleil,Trying to Escape,175115,0We07dgjYDwoR9ex4BscSQ,a
Area,Gioia e rivoluzione,276413,6PiaWZdZiIa7GLS2jpB4Ej,a
Arlo Guthrie,Alice's Restaurant Massacree,1116833,4OjKHySJHstsImlUW3qfml,a
Arlo Guthrie,Anytime,110493,2nWvzzvR9CNpeIhGPOdbek,a
Arlo Guthrie,Coming into Los Angeles (Taking Woodstock - Original Motion Picture Soundtrack) - Live,117510,0mJgYBqXh1B1KetCUVe3QT,a
Arlo Guthrie,Coming into Los Angeles - Remastered,186506,7vCAPGfk46iIyikreugUay,a
Arlo Guthrie,Connection,161640,15YwfV8Qb8DaQMlYrTRGMV,a
Arlo Guthrie,Darkest Hour - Live,237240,4rOnP375aaUNspsiMwjgpE,a
