artist,track,msPlayed
The Zombies,Care Of Cell 44,235826
The Zombies,Road Runner,3469
The Zombies,She's Not There,145293
The Zombies,Summertime,66893
The Zombies,Tell Her No,846
The Zombies,Time of the Season - Mono Version,214026
Thelonious Monk,'Round Midnight,193840
Thelonious Monk,Between the Devil and the Deep Blue Sea,455826
Thelonious Monk,Bloomdido,208640
Thelonious Monk,Boo Boo's Birthday,356560
Thelonious Monk,Dinah (Take 2),148933
Thelonious Monk,I Should Care,117440
Thelonious Monk,I'm Confessin' (That I Love You),157026
Thelonious Monk,Introduction by George Wein - Live,35245
Thelonious Monk,Monk's Dream - Take 8,385466
Thelonious Monk,Mood Indigo,1474
Thelonious Monk,Pannonica,378301
Thelonious Monk,"Ruby, My Dear",124435
Thelonious Monk,"Straight, No Chaser",420695
Thelonious Monk,Sweet And Lovely (Take 2),15313
Thelonious Monk,Thelonious,195790
Thelonious Monk,Ugly Beauty,40682
Thelonious Monk Septet,Abide With Me,55200
Thelonious Monk Septet,Crepuscule With Nellie - Breakdown,61573
Thelonious Monk Septet,Epistrophy - Fragment,106200
Thievery Corporation,Lebanese Blonde,288826
Thin Lizzy,Banshee,87493
Thin Lizzy,Emerald,69226
Three Dog Night,Chest Fever,52746
Tim Buckley,Phantasmagoria in Two,208666
Tim Hardin,Black Sheep Boy,4117
Tim Hardin,How Can We Hang On To A Dream,123240
Tim Hardin,Reason To Believe,2993
Tinariwen,Arhegh Danagh,18019
Tinariwen,Cler Achel,1708
Tinariwen,Imidiwan Ahi Sigdim,35572
Tinariwen,Kek Alghalm,29396
Tinariwen,Mano Dayak,343293
Tinariwen,Sastanàqqàm,204600
Tinariwen,Tahult In,248093
Tinariwen,Toumast Tincha,260253
Titi Robin,La fille du boxeur,124480
Tom Petty,Feel A Whole Lot Better,34629
Tom Petty,I Won't Back Down,178360
Tom Petty,Runnin' Down A Dream,292000
Tom Petty,There Goes Angela (Dream Away) - Home Recording,5779
Tom Petty,Turn This Car Around,26805
Tom Petty,You Don't Know How It Feels,289440
Tom Petty,You Wreck Me,202893
Tom Petty and the Heartbreakers,American Girl,214733
Tom Petty and the Heartbreakers,Anything That's Rock 'n' Roll,144026
Tom Petty and the Heartbreakers,Breakdown,163893
Tom Petty and the Heartbreakers,Climb That Hill,237866
Tom Petty and the Heartbreakers,Into The Great Wide Open,223333
Tom Petty and the Heartbreakers,Listen to Her Heart,53418
Tom Petty and the Heartbreakers,Mary Jane's Last Dance,273600
Tom Petty and the Heartbreakers,Nightwatchman,237440
Tom Petty and the Heartbreakers,Refugee,201693
Tom Waits,Clap Hands - 2023 Remaster,5440
Tom Waits,"Depot, Depot",54281
Tom Waits,Fumblin' With The Blues,182893
Tom Waits,Goin' Out West - 2023 Remaster,39212
Tom Waits,I Hope That I Don't Fall In Love With You,233533
Tom Waits,Jockey Full Of Bourbon,166040
Tom Waits,Jockey Full Of Bourbon - 2023 Remaster,166573
Tom Waits,Martha,268866
Tom Waits,New Coat Of Paint,202960
Tom Waits,Ol' 55,236480
Tom Waits,Old Shoes (& Picture Postcards),219840
Tom Waits,San Diego Serenade,210226
Tom Waits,Semi Suite,209266
Tom Waits,The Ghosts Of Saturday Night (After Hours At Napoleone's Pizza House),197040
Tommy Bolin,Dreamer,309293
Tommy Bolin,Homeward Strut,237026
Tommy Bolin,"People, People",20224
Tommy Bolin,Savannah Woman,167760
Tommy Bolin,Shake The Devil,223979
Tommy Bolin,Teaser,266960
Tommy Bolin,The Grind,208960
Tommy James & The Shondells,Crimson & Clover,70891
Tommy James & The Shondells,Crystal Blue Persuasion,181503
Tony Allen,Never (Lagos Never Gonna Be the Same),233680
Tony Allen,Secret Agent (2022 - Remaster),318400
Tony Allen,Secret Agent - 2022 - Remaster,318400
Tony Joe White,Homemade Ice Cream,4764
Tony Rice,Church Street Blues,21639
TootArd,Nasma Jabalyia,199786
Toots Thielemans,"Theme from ""Midnight Cowboy""",168973
Top Drawer,Song of a Sinner,518919
Tord Gustavsen Quartet,Glasgow Intro,73666
Tord Gustavsen Trio,The Other Side,129917
Tori Amos,Cornflake Girl,2858
Torian Wegener,Loop,132990
Toufic Farroukh,A Night in Damascus,250333
Toufic Farroukh,Ali au pays des merveilles,212360
Toufic Farroukh,Angela,23028
Toufic Farroukh,Blues for Ali,271266
Toufic Farroukh,Callipyge,142306
Toufic Farroukh,Callipyge - Intro,58826
Toufic Farroukh,Cendres,265586
Toufic Farroukh,Dance for My Father,345026
Toufic Farroukh,Destins et désirs,35168
Toufic Farroukh,Elhob ?!,300773
Toufic Farroukh,Fayrouz Blues,215786
Toufic Farroukh,Hanina,285666
Toufic Farroukh,Kaf Skoon - Intro,98040
Toufic Farroukh,L'homme qui a perdu son ombre,53396
Toufic Farroukh,Lady Moon,237453
Toufic Farroukh,Like Desire,334440
Toufic Farroukh,Lili s'en fout,352333
Toufic Farroukh,Long Distance Call - LDC,324880
Toufic Farroukh,Maïssa's Look,94213
Toufic Farroukh,Only Lonely,388653
Toufic Farroukh,Radio City,384520
Toufic Farroukh,Rio de Cairo,294093
Toufic Farroukh,Sacrecrow and Peacock,302186
Toufic Farroukh,Serotina,315626
Toufic Farroukh,"She's Happy - From ""Nour""",60373
Toufic Farroukh,"Systole, diastole",331840
Toufic Farroukh,The Girl from Gypsy Moon,640830
Toufic Farroukh,The Last Scene,249706
Toufic Farroukh,The Pain in Spain Stays Mainly in the Brain,275880
Toufic Farroukh,"To Swagger - From ""Nour""",64826
Toufic Farroukh,Villes invisibles,357493
Toufic Farroukh,Villes invisibles (Intro),53186
Toufic Farroukh,Ya Habibi,492990
Toufic Farroukh,Ya nassim alrouh,282453
Townes Van Zandt,Dead Flowers,11636
Townes Van Zandt,"Fare Thee Well, Miss Carousel",3805
Townes Van Zandt,Lungs,149386
Traffic,(Roamin' Thro' The Gloamin' With) 40.000 Headman,194400
Traffic,Empty Pages - Remastered 2010,274680
Traffic,Feelin' Alright?,257600
Traffic,Glad / Freedom Rider,12231
Traffic,Heaven Is In Your Mind,258826
Traffic,Here Comes A Man,308800
Traffic,Hidden Treasure,251960
Traffic,Hole In My Shoe,181266
Traffic,John Barleycorn (Must Die) - Remastered 2010,382893
Traffic,Light Up Or Leave Me Alone,648666
Traffic,Medicated Goo,217226
Traffic,Nowhere Is Their Freedom,420426
Traffic,Rainmaker,471866
Traffic,Rock 'N' Roll Stew,262773
Traffic,Shanghai Noodle Factory,303440
Traffic,Shoot Out At The Fantasy Factory,363066
Traffic,Shouldn't Have Took More Than You Gave - Live,101338
Traffic,Walking In The Wind,412173
Traffic,You Can All Join In,216626
Trampled by Turtles,Ain't No Use in Tryin',194986
Traveling Wilburys,New Blue Moon,200426
Traveling Wilburys,Runaway,150973
Traveling Wilburys,Tweeter And The Monkey Man,327853
Trevor Jones,The Kiss,9385
Triumvirat,Be Home For Tea - Edit,218733
Triumvirat,Million Dollars - Edit / Digital Remaster,155133
Triumvirat,The Capitol Of Power,193236
Triumvirat,The Sweetest Sound Of Liberty,155506
Triumvirat,The Walls Of Doom,144705
Tubeway Army,Are 'Friends' Electric? - 1998 Remaster,323133
U.K.,In The Dead Of Night,6056
U2,Gloria - Remastered 2008,7343
U2,One,20160
UFO,Alone Again - 2008 Remaster,180640
UFO,Lipstick Traces - 2007 Remaster,7356
UFO,Unidentified Flying Object - Remastered,138200
Udo Lindenberg,Komet,13330
Ultimate Spinach,(BALLAD OF) THE HIP DEATH GODDESS,494933
Ultimate Spinach,(Ballad Of) The Hip Death Goddess,496533
Ultimate Spinach,Baroque #1,283392
Ultimate Spinach,Baroque Dances,165041
Ultimate Spinach,DOVE IN HAWK'S CLOTHING,20948
Ultimate Spinach,EDDIE'S RUSH,25826
Ultimate Spinach,EGO TRIP,193733
Ultimate Spinach,Fifth Horseman of the Apocalypse,358407
Ultimate Spinach,Fifth Horseman of the Apocalypse (Original Mono Mix),337523
Ultimate Spinach,Gilded Lamp of the Cosmos,184826
Ultimate Spinach,Gilded Lamp of the Cosmos (Behold & See) [Original Mono Mix],184000
Ultimate Spinach,Jazz Thing,398517
Ultimate Spinach,Mind Flowers,580093
Ultimate Spinach,"Organ Interlude (From ""Genesis of Beauty Suite"")",833
Ultimate Spinach,PLASTIC RAINCOATS/HUNG UP MINDS,1641
Ultimate Spinach,Plastic Raincoats,7530
Ultimate Spinach,Reasons,230498
Ultimate Spinach,SACRIFICE OF THE MOON,225640
Ultimate Spinach,Visions of Your Reality,349273
Ultimate Spinach,Where You're At,192376
Ultimate Spinach,YOUR HEAD IS REELING,216346
Umphrey's McGee,In the Kitchen,239453
Uncle Tupelo,Sandusky,223640
Underworld,Born Slippy (Nuxx),265140
Unknown Artist,Unknown Track,24597
Urbxnxd,Coyote,47270
Uriah Heep,Stealin',3729
Vampire Sound Inc.,Droge CX 9,313986
Van Der Graaf Generator,Darkness (11/11) [2005 - Remaster],14097
Van Der Graaf Generator,Killer - Remastered 2021,366872
Van Der Graaf Generator,Theme 1,1791
Van Halen,Cathedral - 2015 Remaster,83169
Van Halen,Eruption - 2015 Remaster,35312
Van Halen,I'm the One - 2015 Remaster,224600
Van Halen,Jamie's Cryin' - 2015 Remaster,46031
Van Halen,Spanish Fly - 2015 Remaster,1882
Van Morrison,Astral Weeks - 1999 Remaster,426053
Van Morrison,Brown Eyed Girl,183506
Van Morrison,Choppin' Wood,1103
Van Morrison,Come Running - 2013 Remaster,151333
Van Morrison,"Come Running - Live at the Troubadour, Los Angeles, CA - May 1973",19740
Van Morrison,Cyprus Avenue - 1999 Remaster,419813
Van Morrison,Full Force Gale,1190
Van Morrison,Glad Tidings - 2013 Remaster,2111
Van Morrison,Goin' Down Geneva,943
Van Morrison,Real Real Gone,220920
Van Morrison,Sweet Thing - 1999 Remaster,2807
Van Morrison,Warm Love,3423
Vangelis,Abraham's Theme,200466
Vangelis,Alpha,344293
Vangelis,Ask the Mountains,473253
Vangelis,Blade Runner - End Titles,279373
Vangelis,Blade Runner Blues,32447
Vangelis,Come On - Remastered,66654
Vangelis,Come to Me,121961
Vangelis,Création du monde - Remastered,5356
Vangelis,Dervish D.,313893
Vangelis,El Greco - Part 1,2598
Vangelis,Eternal Alexander,4034
Vangelis,Fields of Coral,463773
Vangelis,La mort du loup - Remastered,26052
Vangelis,Le singe bleu - Remastered,460413
Vangelis,Light and Shadow,20471
Vangelis,Love Theme,29561
Vangelis,Main Titles,222373
Vangelis,Memories of Green,979
Vangelis,Nocturnal Promenade,24766
Vangelis,Prelude,2065
Vangelis,Spiral,3240
Vangelis,The Tao Of Love,164066
Vangelis,Through the Night Mist,13034
Vangelis,To the Unknown Man,302207
Vanilla Fudge,She's Not There,146001
Vanilla Fudge,The Sky Cried - When I Was a Boy - 2006 Remaster,460493
Vanilla Fudge,You Keep Me Hangin' On,175600
Vanilla Fudge,a) Take Me For A Little While b) RYFI (Illusions Of My Childhood-Part Three),235133
Velvett Fogg,Lady Caroline,9987
Victor Jara,Abre la Ventana,238773
Victor Jara,Angelita Huenuman,241920
Victor Jara,Cai Cai Vilú,192000
Victor Jara,"Caminando, Caminando",160480
Victor Jara,Canto Libre,295600
Victor Jara,"Danza de los Niños - Homenaje a Pablo Neruda, 1972",168600
Victor Jara,Deja la Vida Volar,207640
Victor Jara,"Duerme, Duerme Negrito",24387
Victor Jara,El Cigarrito - 2001 Digital Remaster,124173
Victor Jara,El Derecho de Vivir en Paz,277093
Victor Jara,El Tinku,206280
Victor Jara,En el Río Mapocho,226333
Victor Jara,Herminda de la Victoria,240666
Victor Jara,Inga,148306
Victor Jara,La Partida,208466
Victor Jara,Lamento Borincano,248680
Victor Jara,Lo Único Que Tengo - Voz: Isabel Parra,197333
Victor Jara,Manifiesto,269133
Victor Jara,No Puedes Volver Atrás,178133
Victor Jara,Ojitos Verdes,67769
Victor Jara,Poema 15,219000
Victor Jara,Vientos del Pueblo,9239
Volker Kriegel,Zoom,417400
Voodoo Jürgens,Heite grob ma Tote aus,114339
WITCH,Home Town,25992
WITCH,Lazy Bones,242040
WITCH,You Better Know,210306
Wako,Snart blir jeg far,63253
Wallias Band,Muziqawi silt - instrumental,226333
Walter Murphy,A Fifth Of Beethoven,182533
War,Spill the Wine,246333
Warren Zevon,Boom Boom Mancini,24032
Warren Zevon,Carmelita,1078
Warren Zevon,Keep Me in Your Heart,2616
Wayne Shorter,Footprints - Remastered,449773
Wayne Shorter,Ponta de Areia,315706
Weather Report,A Remark You Made,410533
Weather Report,American Tango,219373
Weather Report,Birdland,356760
Weather Report,Black Market,390640
Weather Report,Rumba Mama,33100
Weather Report,Teen Town,170826
Ween,Tried And True,55682
Wes Montgomery,A Day In The Life,349906
Wes Montgomery,Tequila,201440
Wes Montgomery,While We're Young,136440
Wilco,If I Ever Was a Child,11689
Wilco,"Jesus, Etc. - 2022 Remaster",1154
Wildes Holz,Dear Moll,34026
Wildes Holz,Ginger Soussou,232570
Willie Dixon,My Babe,159493
Willie Dixon,The Seventh Son,254666
Willie Mitchell,Grazing in the Grass,123020
Willy DeVille,Hey Joe,253045
Wings,Cuff Link - Remastered 1993,11317
Wings,Reception - Remastered 1993,67626
Wings,Rockestra Theme - Remastered 1993,6145
Wings,Wild Life - Remastered 2018,3918
Wire,Outdoor Miner - 2006 Remastered Version,104506
Wire,Strange - 2006 Remastered Version,239346
Wire,The 15th - 2006 Remastered Version,185306
Wishbone Ash,Blowin' Free,319026
Wishbone Ash,Errors Of My Way,23155
Wishbone Ash,Sometime World,412173
Wishbone Ash,The King Will Come,425306
Wishbone Ash,Time Was,1542
Wodan Boys,Joe,4799
Wolf People,Season Pt. 1,74040
Wolfgang Amadeus Mozart,"Le nozze di Figaro, K. 492 / Act 3: ""Sull’aria ... Che soave zeffiretto""",210533
Wolfgang Amadeus Mozart,"Requiem, K. 626: I. Introitus. Requiem aeternam - Live",4962
Wooden Shjips,Already Gone,260458
Wooden Shjips,For So Long,281706
Wooden Shjips,Golden Flower,363357
Wooden Shjips,Other Stars,221042
Wooden Shjips,Staring At The Sun,447998
Wooden Shjips,These Shadows,325333
XTC,Making Plans For Nigel,235132
Yann Tiersen,"Comptine d'un autre été, l'après-midi",2396
Yann Tiersen,Dispute,254813
Yann Tiersen,L'autre valse d'Amélie,93400
Yann Tiersen,La Valse d'Amélie - Version piano,158666
Yann Tiersen,La valse d'Amélie,135906
Yaron Herman,Summertime,105640
Yazz Ahmed,Al Emadi,18886
Yes,All Connected,543173
Yes,And You and I - 2003 Remaster,607786
Yes,Heart of the Sunrise - 2003 Remaster,634440
Yes,"I've Seen All Good People: a. Your Move, b. All Good People - 2003 Remaster",413346
Yes,Long Distance Runaround - 2003 Remaster,3335
Yes,Mood for a Day - 2003 Remaster,180760
Yes,Rhythm of Love,105778
Yes,Roundabout - 2003 Remaster,94213
Yes,Siberian Khatru - 2003 Remaster,532946
Yes,"Starship Trooper: a. Life Seeker, b. Disillusion, c. Würm",47658
Yes,Sweetness - 2003 Remaster,273226
Yes,Yours Is No Disgrace - 2003 Remaster,580960
Yo La Tengo,Autumn Sweater,318373
Yom,Le silence de l'exode - Solitude 2,70541
Yonder Mountain String Band,Midwest Gospel Radio,152573
Yorgui Loeffler,Valse De Wasso,48034
Yusef Lateef,Bamboo Flute Blues,239360
Yusef Lateef,Bishop School,185440
Yusef Lateef,Blues For The Orient - Rudy Van Gelder Remaster,334813
Yusef Lateef,Buddy and Lou,192466
Yusef Lateef,Don't Blame Me - Rudy Van Gelder Remaster,84711
Yusef Lateef,Eastern Market,259400
Yusef Lateef,Juba Juba - Remastered,263173
Yusef Lateef,Like It Is - Remastered,452533
Yusef Lateef,Love Theme From Spartacus - Rudy Van Gelder Remaster / 2006,251600
Yusef Lateef,Michelle,83313
Yusef Lateef,Nocturne,239800
Yusef Lateef,Nubian Lady - 1972,398533
Yusef Lateef,Oatsy Doatsy - 1,38933
Yusef Lateef,Othelia - Remastered,275600
Yusef Lateef,Psychicemotus,304133
Yusef Lateef,Raymond Winchester,5461
Yusef Lateef,Russell and Eliot,293146
Yusef Lateef,The Plum Blossom - Rudy Van Gelder Remaster,295066
Yusef Lateef,Why Do I Love You?,16140
Yusuf / Cat Stevens,Tea For The Tillerman,3925
Yusuf / Cat Stevens,Trouble,21306
Yusuf / Cat Stevens,Wild World,13368
Yuvan Shankar Raja,Kovakkara Kiliye,16081
ZZ Top,I Got the Six - 2008 Remaster,174240
ZZ Top,I Need You Tonight - 2008 Remaster,1700
ZZ Top,La Grange - 2005 Remaster,9597
Zakir Hussain,Water Girl,234573
Zakir Hussain,Zakir,382000
Zeb,Sufism,34538
Zero 7,In The Waiting Line,27239
Ziad Rahbani,Rouh Khabbir,31321
Zoufris Maracas,Bahia,185053
Zoufris Maracas,Bleu de lune - El Buho Remix,24577
Zoufris Maracas,Le peuple à l'œil,46431
Zoufris Maracas,Sur quel pied danser,224068
Zucchero,Ali D'Oro,102015
Zucchero,Bacco Perbacco,237253
Zucchero,Diamante,730
Zucchero,Diavolo In Me,31453
Zucchero,Flying Away (Occhi),149886
Zucchero,L'Amore E' nell'Aria,1689
Zucchero,L'Urlo,201226
Zucchero,Occhi,73911
Zucchero,Pronto,1079
Zucchero,Quanti Anni Ho,23
Zucchero,Senza Una Donna,267333
Zucchero,Troppa Fedelta',3158
Zucchero,Un Kilo,212493
Zupfgeigenhansel,Ade zur guten Nacht,226413
Zupfgeigenhansel,Als wir jüngst verschütt jegangen waren,154133
Zupfgeigenhansel,"Andre, die das Land so sehr nicht liebten - Live",201653
Zupfgeigenhansel,Arbetlosemarsch,159466
Zupfgeigenhansel,Bella Ciao,222946
Zupfgeigenhansel,Bürgerlied,206026
Zupfgeigenhansel,Di grine kusine,157560
Zupfgeigenhansel,Dire-gelt,132106
Zupfgeigenhansel,Dos Kelbl,198600
Zupfgeigenhansel,Ein Krampenschlag vor Tag,197413
